country,actual,continent,year,type,value,rank,direction,sex
Vanuatu,Oceania,Oceania,2002,both_suicide,19.1,8,lowest,All
Micronesia,Oceania,Oceania,2002,both_suicide,22.5,9,lowest,All
Kiribati,Oceania,Oceania,2002,both_suicide,30.9,10,lowest,All
Kiribati,Oceania,Oceania,2002,male_suicide,52.6,1,highest,Male
Micronesia,Oceania,Oceania,2002,male_suicide,34.5,2,highest,Male
Vanuatu,Oceania,Oceania,2002,male_suicide,29.5,3,highest,Male
Solomon Islands,Oceania,Oceania,2002,male_suicide,26.4,4,highest,Male
Samoa,Oceania,Oceania,2002,male_suicide,19.9,5,highest,Male
New Zealand,Oceania,Oceania,2002,male_suicide,19,6,highest,Male
Australia,Oceania,Oceania,2002,male_suicide,17.4,7,highest,Male
Fiji,Oceania,Oceania,2002,male_suicide,12.6,8,highest,Male
Tonga,Oceania,Oceania,2002,male_suicide,5.3,9,highest,Male
Papua New Guinea,Oceania,Oceania,2002,male_suicide,3.3,10,highest,Male
Papua New Guinea,Oceania,Oceania,2002,male_suicide,3.3,1,lowest,Male
Tonga,Oceania,Oceania,2002,male_suicide,5.3,2,lowest,Male
Fiji,Oceania,Oceania,2002,male_suicide,12.6,3,lowest,Male
Australia,Oceania,Oceania,2002,male_suicide,17.4,4,lowest,Male
New Zealand,Oceania,Oceania,2002,male_suicide,19,5,lowest,Male
Samoa,Oceania,Oceania,2002,male_suicide,19.9,6,lowest,Male
Solomon Islands,Oceania,Oceania,2002,male_suicide,26.4,7,lowest,Male
Vanuatu,Oceania,Oceania,2002,male_suicide,29.5,8,lowest,Male
Micronesia,Oceania,Oceania,2002,male_suicide,34.5,9,lowest,Male
Kiribati,Oceania,Oceania,2002,male_suicide,52.6,10,lowest,Male
Micronesia,Oceania,Oceania,2002,female_suicide,10.3,1,highest,Female
Kiribati,Oceania,Oceania,2002,female_suicide,9.8,2,highest,Female
Vanuatu,Oceania,Oceania,2002,female_suicide,8.3,3,highest,Female
Fiji,Oceania,Oceania,2002,female_suicide,7.6,4,highest,Female
Samoa,Oceania,Oceania,2002,female_suicide,6.4,5,highest,Female
New Zealand,Oceania,Oceania,2002,female_suicide,6.3,6,highest,Female
Australia,Oceania,Oceania,2002,female_suicide,5.3,7,highest,Female
Tonga,Oceania,Oceania,2002,female_suicide,2.9,8,highest,Female
Solomon Islands,Oceania,Oceania,2002,female_suicide,1.6,9,highest,Female
Papua New Guinea,Oceania,Oceania,2002,female_suicide,1.2,10,highest,Female
Papua New Guinea,Oceania,Oceania,2002,female_suicide,1.2,1,lowest,Female
Solomon Islands,Oceania,Oceania,2002,female_suicide,1.6,2,lowest,Female
Tonga,Oceania,Oceania,2002,female_suicide,2.9,3,lowest,Female
Australia,Oceania,Oceania,2002,female_suicide,5.3,4,lowest,Female
New Zealand,Oceania,Oceania,2002,female_suicide,6.3,5,lowest,Female
Samoa,Oceania,Oceania,2002,female_suicide,6.4,6,lowest,Female
Fiji,Oceania,Oceania,2002,female_suicide,7.6,7,lowest,Female
Vanuatu,Oceania,Oceania,2002,female_suicide,8.3,8,lowest,Female
Kiribati,Oceania,Oceania,2002,female_suicide,9.8,9,lowest,Female
Micronesia,Oceania,Oceania,2002,female_suicide,10.3,10,lowest,Female
Kiribati,Oceania,Oceania,2001,both_suicide,31.1,1,highest,All
Micronesia,Oceania,Oceania,2001,both_suicide,23.4,2,highest,All
Vanuatu,Oceania,Oceania,2001,both_suicide,18.9,3,highest,All
Solomon Islands,Oceania,Oceania,2001,both_suicide,14.1,4,highest,All
New Zealand,Oceania,Oceania,2001,both_suicide,13.9,5,highest,All
Samoa,Oceania,Oceania,2001,both_suicide,13.7,6,highest,All
Australia,Oceania,Oceania,2001,both_suicide,12.2,7,highest,All
Fiji,Oceania,Oceania,2001,both_suicide,10.4,8,highest,All
Tonga,Oceania,Oceania,2001,both_suicide,4.2,9,highest,All
Papua New Guinea,Oceania,Oceania,2001,both_suicide,2.3,10,highest,All
Papua New Guinea,Oceania,Oceania,2001,both_suicide,2.3,1,lowest,All
Tonga,Oceania,Oceania,2001,both_suicide,4.2,2,lowest,All
Fiji,Oceania,Oceania,2001,both_suicide,10.4,3,lowest,All
Australia,Oceania,Oceania,2001,both_suicide,12.2,4,lowest,All
Samoa,Oceania,Oceania,2001,both_suicide,13.7,5,lowest,All
New Zealand,Oceania,Oceania,2001,both_suicide,13.9,6,lowest,All
Solomon Islands,Oceania,Oceania,2001,both_suicide,14.1,7,lowest,All
Vanuatu,Oceania,Oceania,2001,both_suicide,18.9,8,lowest,All
Micronesia,Oceania,Oceania,2001,both_suicide,23.4,9,lowest,All
Kiribati,Oceania,Oceania,2001,both_suicide,31.1,10,lowest,All
Kiribati,Oceania,Oceania,2001,male_suicide,53.1,1,highest,Male
Micronesia,Oceania,Oceania,2001,male_suicide,35.5,2,highest,Male
Vanuatu,Oceania,Oceania,2001,male_suicide,29.1,3,highest,Male
Solomon Islands,Oceania,Oceania,2001,male_suicide,26,4,highest,Male
New Zealand,Oceania,Oceania,2001,male_suicide,21.1,5,highest,Male
Samoa,Oceania,Oceania,2001,male_suicide,20.2,6,highest,Male
Australia,Oceania,Oceania,2001,male_suicide,18.8,7,highest,Male
Fiji,Oceania,Oceania,2001,male_suicide,13.2,8,highest,Male
Tonga,Oceania,Oceania,2001,male_suicide,5.3,9,highest,Male
Papua New Guinea,Oceania,Oceania,2001,male_suicide,3.4,10,highest,Male
Papua New Guinea,Oceania,Oceania,2001,male_suicide,3.4,1,lowest,Male
Tonga,Oceania,Oceania,2001,male_suicide,5.3,2,lowest,Male
Fiji,Oceania,Oceania,2001,male_suicide,13.2,3,lowest,Male
Australia,Oceania,Oceania,2001,male_suicide,18.8,4,lowest,Male
Samoa,Oceania,Oceania,2001,male_suicide,20.2,5,lowest,Male
New Zealand,Oceania,Oceania,2001,male_suicide,21.1,6,lowest,Male
Solomon Islands,Oceania,Oceania,2001,male_suicide,26,7,lowest,Male
Vanuatu,Oceania,Oceania,2001,male_suicide,29.1,8,lowest,Male
Micronesia,Oceania,Oceania,2001,male_suicide,35.5,9,lowest,Male
Kiribati,Oceania,Oceania,2001,male_suicide,53.1,10,lowest,Male
Micronesia,Oceania,Oceania,2001,female_suicide,11,1,highest,Female
Kiribati,Oceania,Oceania,2001,female_suicide,9.8,2,highest,Female
Vanuatu,Oceania,Oceania,2001,female_suicide,8.1,3,highest,Female
Fiji,Oceania,Oceania,2001,female_suicide,7.5,4,highest,Female
New Zealand,Oceania,Oceania,2001,female_suicide,7,5,highest,Female
Samoa,Oceania,Oceania,2001,female_suicide,6.6,6,highest,Female
Australia,Oceania,Oceania,2001,female_suicide,5.5,7,highest,Female
Tonga,Oceania,Oceania,2001,female_suicide,3.1,8,highest,Female
Solomon Islands,Oceania,Oceania,2001,female_suicide,1.5,9,highest,Female
Papua New Guinea,Oceania,Oceania,2001,female_suicide,1.2,10,highest,Female
Papua New Guinea,Oceania,Oceania,2001,female_suicide,1.2,1,lowest,Female
Solomon Islands,Oceania,Oceania,2001,female_suicide,1.5,2,lowest,Female
Tonga,Oceania,Oceania,2001,female_suicide,3.1,3,lowest,Female
Australia,Oceania,Oceania,2001,female_suicide,5.5,4,lowest,Female
Samoa,Oceania,Oceania,2001,female_suicide,6.6,5,lowest,Female
New Zealand,Oceania,Oceania,2001,female_suicide,7,6,lowest,Female
Fiji,Oceania,Oceania,2001,female_suicide,7.5,7,lowest,Female
Vanuatu,Oceania,Oceania,2001,female_suicide,8.1,8,lowest,Female
Kiribati,Oceania,Oceania,2001,female_suicide,9.8,9,lowest,Female
Micronesia,Oceania,Oceania,2001,female_suicide,11,10,lowest,Female
Kiribati,Oceania,Oceania,2000,both_suicide,31.2,1,highest,All
Micronesia,Oceania,Oceania,2000,both_suicide,24,2,highest,All
Vanuatu,Oceania,Oceania,2000,both_suicide,19.1,3,highest,All
Solomon Islands,Oceania,Oceania,2000,both_suicide,14.4,4,highest,All
Samoa,Oceania,Oceania,2000,both_suicide,13.7,5,highest,All
Australia,Oceania,Oceania,2000,both_suicide,12.7,6,highest,All
New Zealand,Oceania,Oceania,2000,both_suicide,12.5,7,highest,All
Fiji,Oceania,Oceania,2000,both_suicide,10.6,8,highest,All
Tonga,Oceania,Oceania,2000,both_suicide,4.2,9,highest,All
Papua New Guinea,Oceania,Oceania,2000,both_suicide,2.1,10,highest,All
Papua New Guinea,Oceania,Oceania,2000,both_suicide,2.1,1,lowest,All
Tonga,Oceania,Oceania,2000,both_suicide,4.2,2,lowest,All
Fiji,Oceania,Oceania,2000,both_suicide,10.6,3,lowest,All
New Zealand,Oceania,Oceania,2000,both_suicide,12.5,4,lowest,All
Australia,Oceania,Oceania,2000,both_suicide,12.7,5,lowest,All
Samoa,Oceania,Oceania,2000,both_suicide,13.7,6,lowest,All
Solomon Islands,Oceania,Oceania,2000,both_suicide,14.4,7,lowest,All
Vanuatu,Oceania,Oceania,2000,both_suicide,19.1,8,lowest,All
Micronesia,Oceania,Oceania,2000,both_suicide,24,9,lowest,All
Kiribati,Oceania,Oceania,2000,both_suicide,31.2,10,lowest,All
Kiribati,Oceania,Oceania,2000,male_suicide,53.1,1,highest,Male
Micronesia,Oceania,Oceania,2000,male_suicide,36.3,2,highest,Male
Vanuatu,Oceania,Oceania,2000,male_suicide,29.4,3,highest,Male
Solomon Islands,Oceania,Oceania,2000,male_suicide,26.5,4,highest,Male
New Zealand,Oceania,Oceania,2000,male_suicide,20.7,5,highest,Male
Samoa,Oceania,Oceania,2000,male_suicide,20.3,6,highest,Male
Australia,Oceania,Oceania,2000,male_suicide,19.9,7,highest,Male
Fiji,Oceania,Oceania,2000,male_suicide,13.3,8,highest,Male
Tonga,Oceania,Oceania,2000,male_suicide,5.3,9,highest,Male
Papua New Guinea,Oceania,Oceania,2000,male_suicide,3.2,10,highest,Male
Papua New Guinea,Oceania,Oceania,2000,male_suicide,3.2,1,lowest,Male
Tonga,Oceania,Oceania,2000,male_suicide,5.3,2,lowest,Male
Fiji,Oceania,Oceania,2000,male_suicide,13.3,3,lowest,Male
Australia,Oceania,Oceania,2000,male_suicide,19.9,4,lowest,Male
Samoa,Oceania,Oceania,2000,male_suicide,20.3,5,lowest,Male
New Zealand,Oceania,Oceania,2000,male_suicide,20.7,6,lowest,Male
Solomon Islands,Oceania,Oceania,2000,male_suicide,26.5,7,lowest,Male
Vanuatu,Oceania,Oceania,2000,male_suicide,29.4,8,lowest,Male
Micronesia,Oceania,Oceania,2000,male_suicide,36.3,9,lowest,Male
Kiribati,Oceania,Oceania,2000,male_suicide,53.1,10,lowest,Male
Micronesia,Oceania,Oceania,2000,female_suicide,11.4,1,highest,Female
Kiribati,Oceania,Oceania,2000,female_suicide,9.9,2,highest,Female
Vanuatu,Oceania,Oceania,2000,female_suicide,8.3,3,highest,Female
Fiji,Oceania,Oceania,2000,female_suicide,7.8,4,highest,Female
Samoa,Oceania,Oceania,2000,female_suicide,6.5,5,highest,Female
Australia,Oceania,Oceania,2000,female_suicide,5.6,6,highest,Female
New Zealand,Oceania,Oceania,2000,female_suicide,4.6,7,highest,Female
Tonga,Oceania,Oceania,2000,female_suicide,3.1,8,highest,Female
Solomon Islands,Oceania,Oceania,2000,female_suicide,1.5,9,highest,Female
Papua New Guinea,Oceania,Oceania,2000,female_suicide,1,10,highest,Female
Papua New Guinea,Oceania,Oceania,2000,female_suicide,1,1,lowest,Female
Solomon Islands,Oceania,Oceania,2000,female_suicide,1.5,2,lowest,Female
Tonga,Oceania,Oceania,2000,female_suicide,3.1,3,lowest,Female
New Zealand,Oceania,Oceania,2000,female_suicide,4.6,4,lowest,Female
Australia,Oceania,Oceania,2000,female_suicide,5.6,5,lowest,Female
Samoa,Oceania,Oceania,2000,female_suicide,6.5,6,lowest,Female
Fiji,Oceania,Oceania,2000,female_suicide,7.8,7,lowest,Female
Vanuatu,Oceania,Oceania,2000,female_suicide,8.3,8,lowest,Female
Kiribati,Oceania,Oceania,2000,female_suicide,9.9,9,lowest,Female
Micronesia,Oceania,Oceania,2000,female_suicide,11.4,10,lowest,Female
Lesotho,Africa,All,2019,both_suicide,72.4,1,highest,All
Guyana,South America,All,2019,both_suicide,40.3,2,highest,All
Eswatini,Africa,All,2019,both_suicide,29.4,3,highest,All
Republic of Korea,Asia,All,2019,both_suicide,28.6,4,highest,All
Kiribati,Oceania,All,2019,both_suicide,28.3,5,highest,All
Micronesia,Oceania,All,2019,both_suicide,28.2,6,highest,All
Lithuania,Europe,All,2019,both_suicide,26.1,7,highest,All
Suriname,South America,All,2019,both_suicide,25.4,8,highest,All
Russia,Europe,All,2019,both_suicide,25.1,9,highest,All
South Africa,Africa,All,2019,both_suicide,23.5,10,highest,All
Antigua and Barbuda,North America,All,2019,both_suicide,0.4,1,lowest,All
Barbados,North America,All,2019,both_suicide,0.6,2,lowest,All
Grenada,North America,All,2019,both_suicide,0.7,3,lowest,All
Vinc./G,North America,All,2019,both_suicide,1,4,lowest,All
Sao Tome and Principe,Africa,All,2019,both_suicide,1.5,5,lowest,All
Jordan,Asia,All,2019,both_suicide,1.6,6,lowest,All
Syria,Asia,All,2019,both_suicide,2,7,lowest,All
Honduras,South America,All,2019,both_suicide,2.1,8,lowest,All
Venezuela,South America,All,2019,both_suicide,2.1,9,lowest,All
Philippines,Asia,All,2019,both_suicide,2.2,10,lowest,All
Lesotho,Africa,All,2019,male_suicide,116,1,highest,Male
Guyana,South America,All,2019,male_suicide,63,2,highest,Male
Eswatini,Africa,All,2019,male_suicide,55.1,3,highest,Male
Kiribati,Oceania,All,2019,male_suicide,48.6,4,highest,Male
Lithuania,Europe,All,2019,male_suicide,45.4,5,highest,Male
Russia,Europe,All,2019,male_suicide,43.6,6,highest,Male
Micronesia,Oceania,All,2019,male_suicide,43.2,7,highest,Male
Republic of Korea,Asia,All,2019,male_suicide,40.2,8,highest,Male
Ukraine,Europe,All,2019,male_suicide,39.2,9,highest,Male
Suriname,South America,All,2019,male_suicide,38.8,10,highest,Male
Antigua and Barbuda,North America,All,2019,male_suicide,0,1,lowest,Male
Grenada,North America,All,2019,male_suicide,0.6,2,lowest,Male
Barbados,North America,All,2019,male_suicide,0.9,3,lowest,Male
Vinc./G,North America,All,2019,male_suicide,1.3,4,lowest,Male
Sao Tome and Principe,Africa,All,2019,male_suicide,2.2,5,lowest,Male
Jordan,Asia,All,2019,male_suicide,2.5,6,lowest,Male
Algeria,Africa,All,2019,male_suicide,3.1,7,lowest,Male
Philippines,Asia,All,2019,male_suicide,3.1,8,lowest,Male
Syria,Asia,All,2019,male_suicide,3.2,9,lowest,Male
Honduras,South America,All,2019,male_suicide,3.3,10,lowest,Male
Lesotho,Africa,All,2019,female_suicide,30.1,1,highest,Female
Guyana,South America,All,2019,female_suicide,17.4,2,highest,Female
Republic of Korea,Asia,All,2019,female_suicide,16.9,3,highest,Female
Micronesia,Oceania,All,2019,female_suicide,12.7,4,highest,Female
Belgium,Europe,All,2019,female_suicide,11.8,5,highest,Female
Suriname,South America,All,2019,female_suicide,11.8,6,highest,Female
India,Asia,All,2019,female_suicide,11.1,7,highest,Female
Montenegro,Europe,All,2019,female_suicide,10.4,8,highest,Female
South Africa,Africa,All,2019,female_suicide,9.8,9,highest,Female
Lithuania,Europe,All,2019,female_suicide,9.6,10,highest,Female
Barbados,North America,All,2019,female_suicide,0.3,1,lowest,Female
Vinc./G,North America,All,2019,female_suicide,0.6,2,lowest,Female
Grenada,North America,All,2019,female_suicide,0.7,3,lowest,Female
Jordan,Asia,All,2019,female_suicide,0.7,4,lowest,Female
Kuwait,Asia,All,2019,female_suicide,0.7,5,lowest,Female
Syria,Asia,All,2019,female_suicide,0.7,6,lowest,Female
Venezuela,South America,All,2019,female_suicide,0.7,7,lowest,Female
Antigua and Barbuda,North America,All,2019,female_suicide,0.8,8,lowest,Female
Brunei Darussalam,Asia,All,2019,female_suicide,0.8,9,lowest,Female
Honduras,South America,All,2019,female_suicide,0.8,10,lowest,Female
Lesotho,Africa,All,2018,both_suicide,76.6,1,highest,All
Guyana,South America,All,2018,both_suicide,39.5,2,highest,All
Republic of Korea,Asia,All,2018,both_suicide,28.6,3,highest,All
Eswatini,Africa,All,2018,both_suicide,28.5,4,highest,All
Micronesia,Oceania,All,2018,both_suicide,28.2,5,highest,All
Kiribati,Oceania,All,2018,both_suicide,28.1,6,highest,All
Lithuania,Europe,All,2018,both_suicide,27.4,7,highest,All
Russia,Europe,All,2018,both_suicide,27.1,8,highest,All
Suriname,South America,All,2018,both_suicide,25.5,9,highest,All
South Africa,Africa,All,2018,both_suicide,24.1,10,highest,All
Grenada,North America,All,2018,both_suicide,0.3,1,lowest,All
Antigua and Barbuda,North America,All,2018,both_suicide,0.4,2,lowest,All
Barbados,North America,All,2018,both_suicide,0.6,3,lowest,All
Vinc./G,North America,All,2018,both_suicide,1,4,lowest,All
Sao Tome and Principe,Africa,All,2018,both_suicide,1.5,5,lowest,All
Jordan,Asia,All,2018,both_suicide,1.6,6,lowest,All
Syria,Asia,All,2018,both_suicide,1.9,7,lowest,All
Honduras,South America,All,2018,both_suicide,2,8,lowest,All
Armenia,Asia,All,2018,both_suicide,2.1,9,lowest,All
Philippines,Asia,All,2018,both_suicide,2.2,10,lowest,All
Lesotho,Africa,All,2018,male_suicide,124.6,1,highest,Male
Guyana,South America,All,2018,male_suicide,61.6,2,highest,Male
Eswatini,Africa,All,2018,male_suicide,54.1,3,highest,Male
Kiribati,Oceania,All,2018,male_suicide,48.2,4,highest,Male
Lithuania,Europe,All,2018,male_suicide,47.5,5,highest,Male
Russia,Europe,All,2018,male_suicide,47.2,6,highest,Male
Micronesia,Oceania,All,2018,male_suicide,43.3,7,highest,Male
Republic of Korea,Asia,All,2018,male_suicide,41.2,8,highest,Male
Ukraine,Europe,All,2018,male_suicide,39.8,9,highest,Male
Belarus,Europe,All,2018,male_suicide,39.7,10,highest,Male
Antigua and Barbuda,North America,All,2018,male_suicide,0,1,lowest,Male
Grenada,North America,All,2018,male_suicide,0,2,lowest,Male
Barbados,North America,All,2018,male_suicide,0.9,3,lowest,Male
Vinc./G,North America,All,2018,male_suicide,1.4,4,lowest,Male
Sao Tome and Principe,Africa,All,2018,male_suicide,2.2,5,lowest,Male
Jordan,Asia,All,2018,male_suicide,2.4,6,lowest,Male
Algeria,Africa,All,2018,male_suicide,3.1,7,lowest,Male
Philippines,Asia,All,2018,male_suicide,3.2,8,lowest,Male
Syria,Asia,All,2018,male_suicide,3.2,9,lowest,Male
Honduras,South America,All,2018,male_suicide,3.3,10,lowest,Male
Lesotho,Africa,All,2018,female_suicide,29.9,1,highest,Female
Guyana,South America,All,2018,female_suicide,17.1,2,highest,Female
Republic of Korea,Asia,All,2018,female_suicide,15.9,3,highest,Female
Micronesia,Oceania,All,2018,female_suicide,12.6,4,highest,Female
Belgium,Europe,All,2018,female_suicide,11.9,5,highest,Female
Suriname,South America,All,2018,female_suicide,11.9,6,highest,Female
India,Asia,All,2018,female_suicide,11,7,highest,Female
Montenegro,Europe,All,2018,female_suicide,10.7,8,highest,Female
Japan,Asia,All,2018,female_suicide,10.2,9,highest,Female
Lithuania,Europe,All,2018,female_suicide,10.1,10,highest,Female
Barbados,North America,All,2018,female_suicide,0.3,1,lowest,Female
Grenada,North America,All,2018,female_suicide,0.6,2,lowest,Female
Vinc./G,North America,All,2018,female_suicide,0.6,3,lowest,Female
Antigua and Barbuda,North America,All,2018,female_suicide,0.7,4,lowest,Female
Jordan,Asia,All,2018,female_suicide,0.7,5,lowest,Female
Kuwait,Asia,All,2018,female_suicide,0.7,6,lowest,Female
Syria,Asia,All,2018,female_suicide,0.7,7,lowest,Female
Venezuela,South America,All,2018,female_suicide,0.7,8,lowest,Female
Brunei Darussalam,Asia,All,2018,female_suicide,0.8,9,lowest,Female
Honduras,South America,All,2018,female_suicide,0.8,10,lowest,Female
Lesotho,Africa,All,2017,both_suicide,78.3,1,highest,All
Guyana,South America,All,2017,both_suicide,38.5,2,highest,All
Eswatini,Africa,All,2017,both_suicide,30.4,3,highest,All
Lithuania,Europe,All,2017,both_suicide,29.7,4,highest,All
Kiribati,Oceania,All,2017,both_suicide,29.6,5,highest,All
Russia,Europe,All,2017,both_suicide,28.2,6,highest,All
Micronesia,Oceania,All,2017,both_suicide,27.7,7,highest,All
Republic of Korea,Asia,All,2017,both_suicide,25.8,8,highest,All
South Africa,Africa,All,2017,both_suicide,25.2,9,highest,All
Suriname,South America,All,2017,both_suicide,24.5,10,highest,All
Antigua and Barbuda,North America,All,2017,both_suicide,0,1,lowest,All
Vinc./G,North America,All,2017,both_suicide,0,2,lowest,All
Barbados,North America,All,2017,both_suicide,0.6,3,lowest,All
Grenada,North America,All,2017,both_suicide,0.6,4,lowest,All
Serbia,Europe,All,2017,both_suicide,0.6,5,lowest,All
Jordan,Asia,All,2017,both_suicide,1.5,6,lowest,All
Sao Tome and Principe,Africa,All,2017,both_suicide,1.5,7,lowest,All
Syria,Asia,All,2017,both_suicide,1.8,8,lowest,All
Honduras,South America,All,2017,both_suicide,2.1,9,lowest,All
Philippines,Asia,All,2017,both_suicide,2.2,10,lowest,All
Lesotho,Africa,All,2017,male_suicide,127.2,1,highest,Male
Guyana,South America,All,2017,male_suicide,60.1,2,highest,Male
Eswatini,Africa,All,2017,male_suicide,57.3,3,highest,Male
Lithuania,Europe,All,2017,male_suicide,50.9,4,highest,Male
Kiribati,Oceania,All,2017,male_suicide,50.8,5,highest,Male
Russia,Europe,All,2017,male_suicide,49.3,6,highest,Male
Micronesia,Oceania,All,2017,male_suicide,42.6,7,highest,Male
South Africa,Africa,All,2017,male_suicide,40.8,8,highest,Male
Belarus,Europe,All,2017,male_suicide,40.6,9,highest,Male
Suriname,South America,All,2017,male_suicide,37.2,10,highest,Male
Antigua and Barbuda,North America,All,2017,male_suicide,0,1,lowest,Male
Vinc./G,North America,All,2017,male_suicide,0,2,lowest,Male
Serbia,Europe,All,2017,male_suicide,0.4,3,lowest,Male
Grenada,North America,All,2017,male_suicide,0.8,4,lowest,Male
Barbados,North America,All,2017,male_suicide,0.9,5,lowest,Male
Sao Tome and Principe,Africa,All,2017,male_suicide,2.2,6,lowest,Male
Jordan,Asia,All,2017,male_suicide,2.3,7,lowest,Male
Syria,Asia,All,2017,male_suicide,2.9,8,lowest,Male
Algeria,Africa,All,2017,male_suicide,3.1,9,lowest,Male
Honduras,South America,All,2017,male_suicide,3.3,10,lowest,Male
Lesotho,Africa,All,2017,female_suicide,30.8,1,highest,Female
Guyana,South America,All,2017,female_suicide,16.7,2,highest,Female
Republic of Korea,Asia,All,2017,female_suicide,14.7,3,highest,Female
Micronesia,Oceania,All,2017,female_suicide,12.3,4,highest,Female
Belgium,Europe,All,2017,female_suicide,11.9,5,highest,Female
Suriname,South America,All,2017,female_suicide,11.6,6,highest,Female
Lithuania,Europe,All,2017,female_suicide,11.5,7,highest,Female
Montenegro,Europe,All,2017,female_suicide,10.7,8,highest,Female
India,Asia,All,2017,female_suicide,10.5,9,highest,Female
Japan,Asia,All,2017,female_suicide,10.1,10,highest,Female
Antigua and Barbuda,North America,All,2017,female_suicide,0,1,lowest,Female
Vinc./G,North America,All,2017,female_suicide,0,2,lowest,Female
Barbados,North America,All,2017,female_suicide,0.3,3,lowest,Female
Grenada,North America,All,2017,female_suicide,0.5,4,lowest,Female
Armenia,Asia,All,2017,female_suicide,0.7,5,lowest,Female
Jordan,Asia,All,2017,female_suicide,0.7,6,lowest,Female
Kuwait,Asia,All,2017,female_suicide,0.7,7,lowest,Female
Syria,Asia,All,2017,female_suicide,0.7,8,lowest,Female
Venezuela,South America,All,2017,female_suicide,0.7,9,lowest,Female
Brunei Darussalam,Asia,All,2017,female_suicide,0.8,10,lowest,Female
Lesotho,Africa,All,2016,both_suicide,87,1,highest,All
Guyana,South America,All,2016,both_suicide,37.9,2,highest,All
Eswatini,Africa,All,2016,both_suicide,32.8,3,highest,All
Lithuania,Europe,All,2016,both_suicide,32.8,4,highest,All
Russia,Europe,All,2016,both_suicide,31,5,highest,All
Kiribati,Oceania,All,2016,both_suicide,29.5,6,highest,All
Republic of Korea,Asia,All,2016,both_suicide,27.2,7,highest,All
Micronesia,Oceania,All,2016,both_suicide,27,8,highest,All
South Africa,Africa,All,2016,both_suicide,24.4,9,highest,All
Suriname,South America,All,2016,both_suicide,24.4,10,highest,All
Antigua and Barbuda,North America,All,2016,both_suicide,0.5,1,lowest,All
Barbados,North America,All,2016,both_suicide,0.6,2,lowest,All
Vinc./G,North America,All,2016,both_suicide,0.7,3,lowest,All
Grenada,North America,All,2016,both_suicide,1,4,lowest,All
Jordan,Asia,All,2016,both_suicide,1.5,5,lowest,All
Sao Tome and Principe,Africa,All,2016,both_suicide,1.5,6,lowest,All
Syria,Asia,All,2016,both_suicide,1.6,7,lowest,All
Honduras,South America,All,2016,both_suicide,2,8,lowest,All
Jamaica,North America,All,2016,both_suicide,2.2,9,lowest,All
Philippines,Asia,All,2016,both_suicide,2.2,10,lowest,All
Lesotho,Africa,All,2016,male_suicide,139.6,1,highest,Male
Eswatini,Africa,All,2016,male_suicide,60.7,2,highest,Male
Lithuania,Europe,All,2016,male_suicide,59.9,3,highest,Male
Guyana,South America,All,2016,male_suicide,59.3,4,highest,Male
Russia,Europe,All,2016,male_suicide,54.4,5,highest,Male
Kiribati,Oceania,All,2016,male_suicide,50.5,6,highest,Male
Belarus,Europe,All,2016,male_suicide,42.3,7,highest,Male
Micronesia,Oceania,All,2016,male_suicide,41.4,8,highest,Male
South Africa,Africa,All,2016,male_suicide,39.2,9,highest,Male
Ukraine,Europe,All,2016,male_suicide,38.5,10,highest,Male
Antigua and Barbuda,North America,All,2016,male_suicide,0,1,lowest,Male
Vinc./G,North America,All,2016,male_suicide,0.6,2,lowest,Male
Grenada,North America,All,2016,male_suicide,0.9,3,lowest,Male
Barbados,North America,All,2016,male_suicide,1,4,lowest,Male
Sao Tome and Principe,Africa,All,2016,male_suicide,2.1,5,lowest,Male
Jordan,Asia,All,2016,male_suicide,2.3,6,lowest,Male
Syria,Asia,All,2016,male_suicide,2.6,7,lowest,Male
Algeria,Africa,All,2016,male_suicide,3.2,8,lowest,Male
Honduras,South America,All,2016,male_suicide,3.2,9,lowest,Male
Turkey,Asia,All,2016,male_suicide,3.3,10,lowest,Male
Lesotho,Africa,All,2016,female_suicide,36,1,highest,Female
Guyana,South America,All,2016,female_suicide,16.4,2,highest,Female
Republic of Korea,Asia,All,2016,female_suicide,16,3,highest,Female
Micronesia,Oceania,All,2016,female_suicide,12,4,highest,Female
Belgium,Europe,All,2016,female_suicide,11.7,5,highest,Female
Suriname,South America,All,2016,female_suicide,11.6,6,highest,Female
Zimbabwe,Africa,All,2016,female_suicide,11.6,7,highest,Female
Montenegro,Europe,All,2016,female_suicide,10.7,8,highest,Female
Russia,Europe,All,2016,female_suicide,10.7,9,highest,Female
India,Asia,All,2016,female_suicide,10.6,10,highest,Female
Barbados,North America,All,2016,female_suicide,0.3,1,lowest,Female
Brunei Darussalam,Asia,All,2016,female_suicide,0.5,2,lowest,Female
Jordan,Asia,All,2016,female_suicide,0.7,3,lowest,Female
Kuwait,Asia,All,2016,female_suicide,0.7,4,lowest,Female
Vinc./G,North America,All,2016,female_suicide,0.7,5,lowest,Female
Syria,Asia,All,2016,female_suicide,0.7,6,lowest,Female
Honduras,South America,All,2016,female_suicide,0.8,7,lowest,Female
Maldives,Asia,All,2016,female_suicide,0.8,8,lowest,Female
Sao Tome and Principe,Africa,All,2016,female_suicide,0.8,9,lowest,Female
Venezuela,South America,All,2016,female_suicide,0.8,10,lowest,Female
Lesotho,Africa,All,2015,both_suicide,92.4,1,highest,All
Guyana,South America,All,2015,both_suicide,37.3,2,highest,All
